"NCT_id","matched_string","criteria_string","parent_concept_id","parent_concept_name","w.mod"
"NCT03802227","acute asthma","determined by the MRI
             technologist and/or MRI physicist

          -  History of clinically significant acute asthma or other obstructive airway disease
             (e.g., chronic obstru",4125022,"Acute asthma",TRUE
"NCT01161303","acute asthma","        -  FEV1 of >60% predicted

        Exclusion criteria:

          -  Smokers

          -  Subjects with an acute asthmatic episode in the last 6 weeks

          -  Other significant clinical",4125022,"Acute asthma",TRUE
"NCT00252135","acute asthma"," Xolair therapy (e.g., patients who experienced a severe
             hypersensitivity reaction to Xolair)

          -  Acute asthma exacerbation within the previous 2 weeks of screening requiring an",4125022,"Acute asthma",TRUE
"NCT00801307","acute asthma","hma medication, no treatment for asthma in an emergency,acute care setting and
                  no admission to hospital for acute asthma

        Patients with moderate / severe COPD:

          -  ",4125022,"Acute asthma",TRUE
"NCT02169037","pericarditis"," during the procedure

        EXCLUSION CRITERIA:

          -  atrial fibrillation from a reversible cause (e.g., surgery, hyperthyroidism,
             pericarditis)

          -  cardiac or thorac",4138837,"Pericarditis",FALSE
"NCT03506412","pericarditis","r regurgitation (greater than moderate in severity),
             hypertrophic, restrictive or obstructive cardiomyopathy including amyloidosis,
             constrictive pericarditis, primary pulmona",4138837,"Pericarditis",FALSE
"NCT01148914","pericarditis","nd willing to give written consent

        Exclusion Criteria:

          -  Reversible causes of AF such as pericarditis and hyperthyroidism

          -  Associated chronic inflammatory diseases su",4138837,"Pericarditis",FALSE
"NCT04098328","pericarditis","       17. Infiltrative cardiomyopathies (e.g., amyloidosis, hemochromatosis, sarcoidosis),
             hypertrophic or restrictive cardiomyopathies, and constrictive pericarditis

         18. Activ",4138837,"Pericarditis",FALSE
"NCT02303379","pericarditis","able coronary heart disease

          -  state after heart surgeries

          -  state after myo-, endo-, or pericarditis

          -  state after heart- or lung-transplantation

          -  stat",4138837,"Pericarditis",FALSE
"NCT01889719","pericarditis","   -  Any clinically significant acute or chronic medical condition requiring care of a
             physician (e.g., diabetes, coronary artery disease, myopericarditis, grand-mal
             epileps",4138837,"Pericarditis",TRUE
"NCT00987415","pericarditis","vel > 250 pg/ml

        Exclusion Criteria:

          -  Hypertrophic or restrictive cardiomyopathy, constrictive pericarditis, biopsy-proven
             myocarditis, severe stenotic valvular disea",4138837,"Pericarditis",TRUE
"NCT01502462","pericarditis","ctive endocarditis requiring antibiotics therapy

          5. Untreated hyperthyroidism

          6. Constrictive pericarditis

          7. Unclosed significant atrial septal defect

          8. P",4138837,"Pericarditis",TRUE
"NCT03988166","pericarditis","c blood pressure <100 mmHg or cardiogenic shock

               -  Acute pulmonary edema or severe congestive heart failure

               -  Suspected acute myocarditis, pericarditis, endocarditis, ",4138837,"Pericarditis",TRUE
"NCT01246011","pericarditis","gery

         16. Aneurysm

         17. History of psychosis or senility

         18. Malignant hypertension

         19. Clinically significant pericarditis or pericardial effusion

         20. ",4138837,"Pericarditis",TRUE
"NCT04021797","major depression","lar functioning, including doctor diagnosed arrhythmia,
             bradycardia, hypertension, congestive heart failure, major depression, bipolar
             disorder, post-traumatic stress disorde",4152280,"Major depressive disorder",FALSE
"NCT01488058","major depressive disorder","stical Manual of the American Psychiatric Association - 4th
             edition (DSM-IV) criteria for Major Depressive Disorder,

          -  Internet access + printer access,

          -  Australi",4152280,"Major depressive disorder",FALSE
"NCT03522389","major depression","n Criteria:

          -  Having history of stroke or heart attack or Parkinsonism symptoms.

          -  The presence of major depression disorder deﬁned by a Patient Health Questionnaire-9 >
      ",4152280,"Major depressive disorder",FALSE
"NCT01834404","major depression","
          -  Use of anti-diabetic drugs other than metformin,

          -  History of nephrolithiasis,

          -  Recurrent major depression, presence or history of suicidal behavior or ideation ",4152280,"Major depressive disorder",FALSE
"NCT02327182","major depressive disorder","  Exclusion Criteria:

          -  Diagnosis of any other disease which may cause dementia

          -  Diagnosis of major depressive disorder as defined by Diagnostic and Statistical Manual
       ",4152280,"Major depressive disorder",FALSE
"NCT02285699","major depressive disorder","S score of ≥20.

          -  MADRS < 18

        Exclusion Criteria:

          -  Participants with current Major Depressive Disorder.

          -  Patients with significant suicidal ideation (MADR",4152280,"Major depressive disorder",TRUE
"NCT00435903","major depression","of schizophrenia, schizoaffective disorder,
             schizophreniform disorder, bipolar disorder, or major depression with significant
             functional impairment

          3. Smoking 10 o",4152280,"Major depressive disorder",TRUE
"NCT02347007","major depression","          -  Untreated or unstable hypothyroidism

          -  Hyperthyroidism

          -  Diagnosis of psychoses, bipolar disorder, major depression, severe personality
             disorder; hist",4152280,"Major depressive disorder",TRUE
"NCT00249535","major depression","serious, uncontrolled psychiatric illness (e.g., acute schizophrenia, bipolar
             disorder, severe or psychotic major depression, or suicide risk)

          -  have dementia (<23 on the Mini",4152280,"Major depressive disorder",TRUE
"NCT00670098","major depression","severe cardiac and pulmonary diseases, as well as uncontrolled
             type 2 diabetes.

               -  Evidence of major depression or other psychiatric disorder (schizophrenia,
             ",4152280,"Major depressive disorder",TRUE
"NCT00906100","sinus bradycardia","IV heart failure despite a stable and optimized
             medical regimen

          -  Normal sinus rhythm or sinus bradycardia

        Exclusion Criteria:

          -  White-Parkinson-White syn",4171683,"Sinus bradycardia",FALSE
"NCT03971734","sinus bradycardia","ure

               -  Supraventricular tachycardia, atrial fibrillation, and/or atrial flutter

               -  Ventricular tachyarrhythmias

               -  Severe sinus bradycardia defined as a",4171683,"Sinus bradycardia",FALSE
"NCT00713323","sinus bradycardia","  infarction

          -  QT interval; of > 450 ms (males) or > 470 ms (females) at Visit 1

          -  Secondary or tertiary AV block or sinus bradycardia (HR <50bpm unless physiological)
        ",4171683,"Sinus bradycardia",FALSE
"NCT02869906","sinus bradycardia","sfunction (Ejection Fraction <30%).

          -  Heart Failure

          -  Previous STEMI

          -  Severe sinus bradycardia

          -  Past medical history of Asthma

          -  TIMI flow",4171683,"Sinus bradycardia",FALSE
"NCT01389583","sinus bradycardia","stasis

          5. Symptoms of heart failure or greater to Class III (by NYHA criteria) or history of
             uncontrolled dysrrhythmias

          6. Sinus bradycardia (resting heart rate <50 ",4171683,"Sinus bradycardia",FALSE
